1884,-0.296,-0.413,-0.230,-0.209,0.258,0.246,0.397,0.385,0.736,1.007,1.062,1.175
1885,0.966,0.657,0.650,0.576,0.762,0.427,0.172,0.505,0.869,1.189,1.128,0.974
1886,0.587,0.185,-0.192,0.065,-0.475,-0.885,-0.556,-0.632,-0.500,-0.970,-1.278,-1.291
1887,-1.296,-1.439,-1.363,-0.994,-0.831,-0.632,0.157,0.012,-0.302,0.139,0.164,0.241
1888,0.547,0.958,1.012,0.764,0.735,0.632,0.540,0.679,1.298,1.402,1.489,1.415
1889,1.390,1.200,0.905,1.008,0.670,0.293,-0.347,-0.795,-0.960,-1.189,-0.770,-0.746
1890,-1.005,-1.347,-1.066,-0.786,-0.565,-1.065,-0.782,-0.753,-0.265,-0.891,-1.114,-0.789
1891,-0.327,-0.419,-0.324,0.284,0.500,0.461,0.458,0.016,-0.164,0.152,0.202,-0.223
1892,-0.393,-0.523,-0.684,-0.835,-1.199,-1.238,-0.982,-1.317,-1.871,-1.715,-1.717,-1.351
1893,-1.099,-0.991,-1.000,-1.414,-1.557,-1.413,-1.335,-1.104,-1.163,-1.348,-1.166,-1.117
1894,-1.123,-1.219,-1.119,-0.847,-1.113,-0.804,-1.210,-0.924,-1.155,-1.146,-1.447,-1.199
1895,-1.191,-0.794,-0.596,-0.314,-0.010,-0.112,0.062,0.022,-0.108,-0.080,0.015,0.198
1896,0.160,-0.168,-0.261,-0.077,0.086,0.389,0.634,0.854,0.940,0.701,1.027,1.184
1897,1.081,0.725,0.286,0.022,0.362,0.580,0.572,0.164,-0.197,-0.072,-0.289,-0.408
1898,-0.187,-0.456,-0.696,-0.501,-0.581,-0.561,-0.772,-0.603,-0.476,-0.257,-0.216,-0.595
1899,-0.760,-0.568,-0.457,-0.095,-0.021,0.013,0.186,0.607,0.830,0.894,1.317,1.461
1900,1.458,1.115,1.024,1.244,1.077,0.956,0.821,0.624,0.069,0.347,0.638,0.690
1901,0.761,0.411,-0.031,-0.017,-0.364,-0.536,-0.512,-0.245,-0.082,0.021,0.367,0.427
1902,0.529,0.081,0.080,0.682,1.019,1.444,1.494,1.636,1.564,1.937,1.839,1.858
1903,1.505,1.298,0.785,0.385,0.315,0.086,0.210,-0.087,-0.127,-0.275,-0.788,-0.775
1904,-0.856,-0.800,-0.535,-0.132,0.131,0.195,0.529,1.011,1.031,1.044,1.240,1.626
1905,1.577,1.044,0.721,1.385,1.525,1.554,1.611,1.498,1.662,1.145,1.247,0.880
1906,1.166,0.723,0.427,0.361,0.487,-0.012,0.097,-0.196,-0.336,-0.144,-0.156,-0.650
1907,-0.455,-0.528,-0.761,-0.493,0.003,0.120,0.149,0.423,0.598,0.715,0.454,0.416
1908,0.607,0.345,-0.079,-0.213,-0.166,-0.336,-0.374,-0.159,0.006,0.041,-0.129,-0.373
1909,-0.494,-0.329,-0.067,-0.384,-0.612,-0.534,-0.641,-0.948,-1.185,-1.200,-1.341,-1.460
1910,-1.442,-1.330,-1.447,-1.400,-1.217,-0.557,-0.581,-0.609,-0.567,-0.789,-0.709,-0.542
1911,-0.501,-0.519,-0.856,-0.624,-0.542,-0.203,0.231,0.452,0.208,0.564,0.555,0.714
1912,0.687,0.657,0.582,0.615,0.551,0.342,0.116,0.323,0.261,0.040,-0.128,0.061
1913,0.237,0.203,-0.097,-0.041,0.136,0.224,0.376,0.612,0.542,0.366,0.715,0.962
1914,0.913,0.628,0.666,0.657,0.785,0.322,0.714,0.826,0.874,1.057,1.001,0.939
1915,0.858,0.742,0.678,1.078,1.228,1.061,0.729,0.213,-0.328,-0.686,-0.987,-1.048
1916,-0.842,-1.191,-0.725,-0.816,-0.337,-0.853,-1.162,-1.416,-1.687,-1.956,-2.344,-2.270
1917,-2.041,-2.121,-2.019,-1.382,-1.240,-1.204,-1.239,-1.352,-1.527,-1.937,-1.546,-1.071
1918,-0.839,-0.780,-0.794,-0.597,-0.135,0.251,0.235,0.320,0.591,1.293,1.637,1.604
1919,1.382,0.833,0.634,-0.075,-0.090,0.121,0.061,-0.095,0.268,0.248,-0.006,0.565
1920,0.472,0.394,0.218,0.186,0.101,0.118,-0.022,0.024,-0.061,-0.364,-0.126,-0.301
1921,-0.360,-0.919,-1.195,-0.971,-0.487,-0.609,-0.358,-0.138,-0.206,0.144,0.276,0.069
1922,-0.045,-0.598,-0.373,-0.516,-0.199,-0.607,-0.753,-0.635,-0.827,-0.783,-0.761,-0.651
1923,-0.572,-0.639,-0.269,-0.035,0.176,-0.099,0.201,0.321,0.315,0.456,0.284,0.177
1924,-0.054,-0.342,-0.378,-0.535,-0.480,-0.725,-0.871,-1.101,-1.262,-1.273,-1.215,-0.904
1925,-1.007,-0.990,-0.693,-0.474,-0.541,-0.345,-0.010,0.388,0.451,0.695,1.001,1.142
1926,0.999,1.121,1.149,1.185,1.159,0.773,0.668,0.517,-0.040,-0.494,-0.225,-0.067
1927,-0.192,-0.056,-0.264,-0.395,-0.217,0.005,-0.168,-0.094,0.165,0.006,0.114,0.248
1928,0.439,0.320,0.138,0.145,0.192,0.165,0.043,-0.025,-0.303,-0.419,-0.085,-0.124
1929,-0.202,-0.275,-0.209,0.012,-0.084,0.100,0.133,0.155,0.277,0.308,0.113,0.574
1930,0.462,0.300,0.515,0.405,0.295,0.507,0.828,1.007,1.298,1.251,1.394,1.526
1931,1.394,1.309,1.118,1.181,0.973,0.776,0.780,0.416,0.185,-0.028,-0.335,-0.393
1932,-0.386,-0.290,0.039,0.531,0.458,0.385,0.501,0.436,0.027,-0.164,-0.218,-0.115
1933,-0.314,-0.382,-0.503,-0.416,-0.398,-0.615,-0.884,-0.940,-1.072,-1.118,-0.971,-0.857
1934,-0.624,-0.484,-0.294,0.006,0.083,0.019,0.032,0.225,0.010,0.230,0.054,-0.261
1935,-0.675,-0.716,-0.477,-0.357,0.059,0.124,-0.033,0.165,0.226,0.227,0.239,0.190
1936,0.147,0.179,0.067,0.397,0.472,0.414,0.460,0.285,0.186,0.082,0.081,-0.227
1937,-0.336,-0.004,0.164,-0.165,0.003,0.407,-0.003,0.130,0.007,0.058,0.130,-0.184
1938,-0.609,-0.962,-1.041,-1.118,-1.098,-1.159,-1.407,-1.367,-1.066,-0.582,-0.771,-0.604
1939,-0.488,-0.665,-0.432,-0.030,0.098,0.285,0.214,0.497,0.150,0.089,-0.049,0.693
1940,1.469,1.442,1.480,1.207,1.079,1.272,1.025,1.172,1.044,0.821,1.374,1.821
1941,1.757,1.861,1.391,1.215,1.238,1.454,1.048,1.159,1.003,1.169,1.198,1.279
1942,1.102,0.613,0.455,0.288,-0.005,-0.105,-0.721,-0.938,-1.479,-1.377,-1.407,-1.404
1943,-1.681,-1.251,-1.017,-0.537,-0.351,-0.367,-0.447,-0.672,-0.900,-1.077,-0.999,-0.725
1944,-0.593,-0.325,-0.144,0.096,-0.314,-0.464,-0.248,-0.150,-0.458,-0.561,-0.485,-0.541
1945,-0.642,-0.712,-0.727,-0.590,-0.121,-0.149,-0.169,-0.248,-0.279,-1.040,-0.318,-0.398
1946,-0.250,-0.394,-0.284,-0.111,-0.160,-0.438,-0.471,-0.651,-0.488,-0.348,-0.139,0.389
1947,0.479,0.720,0.608,0.001,-0.038,0.159,-0.014,-0.212,-0.238,-0.402,-0.501,0.235
1948,0.092,0.108,-0.950,0.045,-0.038,-0.153,-0.554,-0.574,-0.626,-0.882,-0.644,-0.483
1949,-0.608,-0.697,-0.498,-0.304,-0.504,-0.565,-0.633,-0.623,-0.954,-1.474,-1.407,-1.355
1950,-1.435,-1.411,-1.074,-1.234,-1.603,-1.198,-1.422,-1.093,-1.284,-1.357,-1.401,-1.212
1951,-0.946,-0.921,-0.685,-0.320,-0.051,-0.037,0.491,0.082,0.406,0.458,0.680,0.301
1952,-0.036,-0.152,-0.202,-0.056,-0.227,-0.484,-0.528,-0.449,-0.425,-0.503,-0.656,-0.464
1953,0.038,0.205,0.118,0.263,0.284,0.486,0.302,0.176,0.116,0.071,0.004,0.231
1954,-0.117,-0.100,-0.347,-0.817,-0.758,-0.454,-0.590,-0.702,-1.001,-0.975,-0.741,-0.854
1955,-0.508,-0.737,-0.955,-1.197,-1.365,-1.260,-1.161,-1.228,-1.389,-2.142,-2.032,-1.727
1956,-1.309,-1.035,-1.079,-1.107,-1.228,-1.217,-1.102,-1.002,-0.978,-1.217,-1.324,-0.979
1957,-0.690,-0.423,0.071,0.194,0.324,0.609,0.483,0.510,0.601,0.830,0.906,0.943
1958,1.266,1.041,0.664,0.585,0.694,0.605,0.343,0.329,0.177,0.015,0.199,0.387
1959,0.358,0.161,-0.020,0.147,0.063,0.096,-0.242,-0.191,-0.322,0.047,-0.070,-0.191
1960,-0.084,-0.155,0.021,0.127,-0.048,-0.121,-0.396,-0.139,-0.397,-0.335,-0.359,-0.066
1961,0.182,0.222,-0.030,0.017,-0.324,-0.288,-0.661,-0.695,-0.862,-0.992,-0.517,-0.678
1962,-0.680,-0.524,-0.616,-0.685,-1.008,-0.978,-0.874,-0.496,-0.830,-0.886,-0.689,-0.653
1963,-0.389,-0.308,-0.038,0.145,-0.279,-0.213,0.076,0.244,0.558,0.551,0.544,0.707
1964,0.534,0.142,-0.210,-0.505,-0.976,-0.789,-0.804,-1.179,-1.037,-1.002,-0.852,-0.843
1965,-0.586,-0.119,0.102,0.223,0.497,0.539,0.594,0.988,1.031,1.248,1.308,1.150
1966,0.898,0.585,0.385,0.304,-0.048,0.174,0.205,0.184,-0.088,-0.077,0.043,-0.081
1967,-0.272,-0.381,-0.615,-0.320,-0.261,-0.206,-0.383,-0.745,-0.913,-0.839,-0.589,-0.507
1968,-0.657,-0.516,-0.669,-0.538,-0.734,-0.164,-0.017,-0.127,-0.022,0.251,0.470,0.729
1969,0.693,0.687,0.392,0.360,0.422,0.523,0.209,0.354,0.366,0.911,0.851,0.698
1970,0.376,0.329,-0.006,-0.100,-0.404,-0.486,-0.874,-1.203,-1.108,-1.072,-1.144,-1.142
1971,-1.398,-1.295,-1.174,-1.008,-1.072,-1.255,-1.308,-1.195,-0.994,-1.137,-1.087,-1.073
1972,-0.492,-0.166,-0.151,0.120,0.069,0.357,0.543,0.854,0.805,1.050,1.101,1.415
1973,1.121,0.437,0.062,-0.435,-0.712,-0.885,-1.023,-1.187,-1.321,-1.485,-1.669,-1.750
1974,-1.674,-1.427,-0.964,-0.797,-0.841,-0.830,-0.665,-0.573,-0.789,-1.070,-0.924,-0.992
1975,-0.845,-0.610,-0.940,-0.898,-1.233,-1.197,-1.084,-1.206,-1.517,-1.635,-1.506,-1.656
1976,-1.597,-0.911,-0.757,-0.725,-0.424,-0.016,0.330,0.517,0.545,0.864,0.776,0.479
1977,0.654,0.537,0.228,-0.163,0.063,0.364,0.388,0.265,0.258,0.494,0.596,0.598
1978,0.660,0.357,0.286,-0.058,-0.140,-0.332,-0.459,-0.533,-0.395,-0.012,0.098,0.017
1979,-0.021,-0.273,-0.191,0.166,0.341,0.200,0.160,0.044,0.349,0.363,0.436,0.420
1980,0.478,0.330,0.223,0.479,0.580,0.289,0.215,0.111,0.101,0.240,0.317,0.363
1981,0.076,-0.098,-0.112,-0.181,-0.193,-0.153,-0.266,-0.204,-0.012,0.131,0.232,0.147
1982,0.115,0.211,0.208,0.382,0.441,0.656,0.762,0.921,1.415,1.687,1.545,1.754
1983,1.852,1.783,1.620,1.286,1.259,1.347,1.219,0.880,0.261,-0.060,-0.270,0.058
1984,0.107,0.137,0.103,-0.082,-0.290,-0.420,-0.379,-0.217,-0.185,-0.090,-0.423,-0.766
1985,-0.692,-0.568,-0.633,-0.632,-0.571,-0.271,-0.228,-0.234,-0.267,-0.256,-0.254,-0.237
1986,-0.293,-0.017,0.156,0.149,0.008,0.114,0.464,0.513,0.515,0.609,1.008,1.059
1987,0.825,0.996,1.145,1.000,1.094,1.116,1.461,1.487,1.628,1.409,1.193,1.090
1988,0.657,0.189,0.251,-0.021,-0.427,-0.893,-1.062,-0.889,-0.870,-1.399,-1.290,-1.355
1989,-1.476,-1.111,-0.957,-0.724,-0.673,-0.420,-0.340,-0.512,-0.534,-0.542,-0.620,-0.078
1990,-0.050,-0.023,-0.202,0.123,-0.037,-0.062,-0.031,0.161,0.044,-0.050,-0.202,-0.188
1991,0.054,0.041,0.053,-0.004,0.187,0.277,0.454,0.500,0.639,0.793,0.901,1.000
1992,1.058,0.997,0.981,1.206,1.429,1.082,0.726,0.574,0.511,0.543,0.402,0.376
1993,0.514,0.699,0.770,1.027,1.161,1.016,0.676,0.743,0.761,0.721,0.667,0.710
1994,0.468,0.230,0.258,0.614,0.654,0.618,0.401,0.255,0.320,0.660,0.657,0.691
1995,0.810,0.682,0.606,0.379,0.351,0.471,0.333,-0.163,-0.192,-0.377,-0.568,-0.501
1996,-0.343,-0.296,-0.147,-0.316,-0.127,-0.063,-0.208,-0.245,-0.171,-0.018,0.067,-0.297
1997,0.087,-0.141,0.018,0.394,0.792,1.152,1.306,1.633,1.749,1.971,2.031,1.863
1998,1.963,1.626,1.253,0.684,0.345,-0.102,-0.466,-0.449,-0.755,-1.150,-1.083,-1.169
1999,-1.281,-1.213,-1.133,-1.279,-1.099,-1.259,-1.042,-1.035,-1.222,-1.459,-1.443,-1.345
2000,-1.340,-1.102,-0.860,-0.687,-0.932,-0.902,-0.876,-0.815,-0.679,-0.797,-0.689,-0.634
2001,-0.468,-0.597,-0.385,-0.501,-0.516,-0.530,-0.591,-0.321,-0.468,-0.606,-0.749,-0.716
2002,-0.399,-0.459,-0.234,-0.087,-0.006,0.139,0.130,0.347,0.328,0.674,1.073,1.048
2003,0.724,0.674,0.550,0.049,-0.374,-0.334,0.124,0.261,-0.076,0.353,0.463,0.278
2004,0.104,-0.007,0.079,0.060,-0.228,-0.246,-0.167,0.084,0.244,0.239,0.336,0.577
2005,0.549,0.035,0.225,0.145,0.175,-0.025,-0.228,-0.283,-0.545,-0.780,-1.087,-0.786
2006,-0.565,-0.457,-0.498,-0.418,-0.206,0.020,0.157,0.318,0.362,0.716,0.806,1.065
2007,0.738,0.265,-0.016,-0.028,-0.318,-0.244,-0.267,-0.555,-0.976,-1.312,-1.333,-1.250
2008,-1.463,-1.401,-1.146,-1.039,-0.747,-0.668,-0.475,-0.307,-0.487,-0.604,-0.718,-0.956
2009,-0.971,-0.936,-0.855,-0.404,-0.025,0.293,0.297,0.345,0.587,0.710,0.922,1.077
2010,0.905,0.658,0.335,0.249,-0.096,-0.624,-1.184,-1.447,-1.802,-1.757,-1.577,-1.653
2011,-1.590,-1.241,-1.100,-0.800,-0.829,-0.870,-0.980,-1.009,-1.050,-1.290,-1.419,-1.258
2012,-0.844,-0.556,-0.570,-0.292,-0.430,-0.059,-0.134,-0.035,-0.219,-0.001,0.223,-0.227
2013,-0.424,-0.449,-0.444,-0.409,-0.536,-0.687,-0.870,-0.910,-0.727,-0.581,-0.531,-0.517
2014,-0.506,-0.426,-0.020,0.056,0.233,-0.071,-0.080,-0.186,-0.048,0.377,0.657,0.749
2015,0.516,0.498,0.299,0.538,0.529,0.808,0.936,1.158,1.527,1.541,1.600,1.601
2016,1.549,1.160,1.106,0.758,0.290,0.048,-0.286,-0.378,-0.647,-0.831,-0.467,-0.226
2017,-0.137,0.011,-0.048,0.042,0.015,-0.114,-0.330,-0.472,-0.606,-0.863,-0.949,-1.067
2018,-1.024,-1.026,-1.069,-0.730,-0.634,-0.538,-0.285,-0.219,-0.146,-0.023,0.006,0.123
2019,0.020,-0.082,0.032,0.089,0.123,-0.052,-0.167,-0.384,-0.365,-0.192,-0.026,-0.071
2020,-0.154,-0.280,-0.328,-0.075,-0.427,-0.724,-0.855,-1.098,-1.357,-1.383,-1.618,-1.263
2021,-1.264,-1.128,-0.990,-0.981,-0.994,-0.853,-99.000,-99.000,-99.000,-99.000,-99.000,-99.000
